block_id,neighborhood_source,area,count_date,report_month,individuals,tents_structures,vehicles
05TH_AV_J_ST,Gaslamp,Gaslamp,2021-02-25,2021-02-01,0,0,0
05TH_AV_K_ST,Gaslamp,Gaslamp,2021-02-25,2021-02-01,2,0,0
05TH_AV_MARKET_ST,Gaslamp,Gaslamp,2021-02-25,2021-02-01,0,0,0
06TH_AV_ASH_ST,Cortez,Cortez,2021-02-25,2021-02-01,0,0,0
06TH_AV_A_ST,City Center,City Center,2021-02-25,2021-02-01,0,0,0
06TH_AV_BEECH_ST,Cortez,Cortez,2021-02-25,2021-02-01,0,0,0
06TH_AV_BROADWAY,Gaslamp,Gaslamp,2021-02-25,2021-02-01,1,0,0
06TH_AV_B_ST,City Center,City Center,2021-02-25,2021-02-01,0,0,0
06TH_AV_CEDAR_ST,Cortez,Cortez,2021-02-25,2021-02-01,3,0,0
06TH_AV_C_ST,City Center,City Center,2021-02-25,2021-02-01,0,0,0
06TH_AV_E_ST,Gaslamp,Gaslamp,2021-02-25,2021-02-01,0,0,0
06TH_AV_F_ST,Gaslamp,Gaslamp,2021-02-25,2021-02-01,10,0,0
06TH_AV_G_ST,Gaslamp,Gaslamp,2021-02-25,2021-02-01,1,1,0
06TH_AV_I-5_SB,Cortez,Cortez,2021-02-25,2021-02-01,0,0,0
06TH_AV_ISLAND_AV,Gaslamp,Gaslamp,2021-02-25,2021-02-01,1,0,0
06TH_AV_J_ST,Gaslamp,Gaslamp,2021-02-25,2021-02-01,0,0,0
06TH_AV_K_ST,Gaslamp,Gaslamp,2021-02-25,2021-02-01,3,0,0
06TH_AV_L_ST,Gaslamp,Gaslamp,2021-02-25,2021-02-01,1,0,0
06TH_AV_MARKET_ST,Gaslamp,Gaslamp,2021-02-25,2021-02-01,1,0,0
07TH_AV_ASH_ST,Cortez,Cortez,2021-02-25,2021-02-01,2,0,0
07TH_AV_A_ST,City Center,City Center,2021-02-25,2021-02-01,0,0,0
07TH_AV_BEECH_ST,Cortez,Cortez,2021-02-25,2021-02-01,0,0,0
07TH_AV_BROADWAY,City Center,City Center,2021-02-25,2021-02-01,0,0,0
07TH_AV_B_ST,City Center,City Center,2021-02-25,2021-02-01,4,0,0
07TH_AV_CEDAR_ST,Cortez,Cortez,2021-02-25,2021-02-01,0,0,0
07TH_AV_C_ST,City Center,City Center,2021-02-25,2021-02-01,0,0,0
07TH_AV_E_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,1
07TH_AV_F_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,0
07TH_AV_G_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,0
07TH_AV_I-5_SB,Cortez,Cortez,2021-02-25,2021-02-01,0,0,0
07TH_AV_ISLAND_AV,South East Village,East Village,2021-02-25,2021-02-01,1,0,0
07TH_AV_J_ST,South East Village,East Village,2021-02-25,2021-02-01,1,0,0
07TH_AV_MARKET_ST,South East Village,East Village,2021-02-25,2021-02-01,0,0,0
08TH_AV_ASH_ST,Cortez,Cortez,2021-02-25,2021-02-01,0,0,0
08TH_AV_A_ST,City Center,City Center,2021-02-25,2021-02-01,0,0,0
08TH_AV_BEECH_ST,Cortez,Cortez,2021-02-25,2021-02-01,0,0,0
08TH_AV_BROADWAY,City Center,City Center,2021-02-25,2021-02-01,0,0,0
08TH_AV_B_ST,City Center,City Center,2021-02-25,2021-02-01,1,0,0
08TH_AV_CEDAR_ST,Cortez,Cortez,2021-02-25,2021-02-01,0,0,0
08TH_AV_C_ST,City Center,City Center,2021-02-25,2021-02-01,0,0,0
08TH_AV_DATE_ST,Cortez,Cortez,2021-02-25,2021-02-01,0,0,0
08TH_AV_E_ST,East Village,East Village,2021-02-25,2021-02-01,13,4,2
08TH_AV_F_ST,East Village,East Village,2021-02-25,2021-02-01,1,0,0
08TH_AV_G_ST,East Village,East Village,2021-02-25,2021-02-01,1,0,0
08TH_AV_ISLAND_AV,South East Village,East Village,2021-02-25,2021-02-01,0,0,0
08TH_AV_MARKET_ST,South East Village,East Village,2021-02-25,2021-02-01,2,0,0
09TH_AV_ASH_ST,Cortez,Cortez,2021-02-25,2021-02-01,1,0,0
09TH_AV_A_ST,City Center,City Center,2021-02-25,2021-02-01,0,0,0
09TH_AV_BEECH_ST,Cortez,Cortez,2021-02-25,2021-02-01,0,0,0
09TH_AV_BROADWAY,City Center,City Center,2021-02-25,2021-02-01,14,1,0
09TH_AV_B_ST,City Center,City Center,2021-02-25,2021-02-01,1,0,0
09TH_AV_CEDAR_ST,Cortez,Cortez,2021-02-25,2021-02-01,0,0,0
09TH_AV_C_ST,City Center,City Center,2021-02-25,2021-02-01,3,7,0
09TH_AV_DATE_ST,Cortez,Cortez,2021-02-25,2021-02-01,0,0,0
09TH_AV_E_ST,East Village,East Village,2021-02-25,2021-02-01,4,10,0
09TH_AV_F_ST,East Village,East Village,2021-02-25,2021-02-01,1,0,0
09TH_AV_G_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,0
09TH_AV_ISLAND_AV,South East Village,East Village,2021-02-25,2021-02-01,0,0,0
09TH_AV_MARKET_ST,South East Village,East Village,2021-02-25,2021-02-01,0,0,0
10TH_AV_ASH_ST,Cortez,Cortez,2021-02-25,2021-02-01,0,0,0
10TH_AV_A_ST,City Center,City Center,2021-02-25,2021-02-01,1,0,0
10TH_AV_BEECH_ST,Cortez,Cortez,2021-02-25,2021-02-01,0,0,0
10TH_AV_BROADWAY,City Center,City Center,2021-02-25,2021-02-01,0,0,0
10TH_AV_B_ST,City Center,City Center,2021-02-25,2021-02-01,2,3,0
10TH_AV_CEDAR_ST,Cortez,Cortez,2021-02-25,2021-02-01,0,0,0
10TH_AV_C_ST,City Center,City Center,2021-02-25,2021-02-01,1,1,0
10TH_AV_DATE_ST,Cortez,Cortez,2021-02-25,2021-02-01,0,0,0
10TH_AV_E_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,0
10TH_AV_F_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,0
10TH_AV_G_ST,East Village,East Village,2021-02-25,2021-02-01,5,0,0
10TH_AV_ISLAND_AV,South East Village,East Village,2021-02-25,2021-02-01,3,0,0
10TH_AV_J_ST,South East Village,East Village,2021-02-25,2021-02-01,0,0,0
10TH_AV_MARKET_ST,South East Village,East Village,2021-02-25,2021-02-01,0,0,0
11TH_AV_A_ST,City Center,City Center,2021-02-25,2021-02-01,1,0,0
11TH_AV_BROADWAY,City Center,City Center,2021-02-25,2021-02-01,1,0,0
11TH_AV_B_ST,City Center,City Center,2021-02-25,2021-02-01,6,0,0
11TH_AV_C_ST,City Center,City Center,2021-02-25,2021-02-01,3,1,0
11TH_AV_E_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,0
11TH_AV_F_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,0
11TH_AV_G_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,0
11TH_AV_ISLAND_AV,South East Village,East Village,2021-02-25,2021-02-01,1,0,0
11TH_AV_J_ST,South East Village,East Village,2021-02-25,2021-02-01,0,0,0
11TH_AV_K_ST,South East Village,East Village,2021-02-25,2021-02-01,1,0,0
11TH_AV_MARKET_ST,South East Village,East Village,2021-02-25,2021-02-01,0,0,0
12TH_AV_PARK_BL,South East Village,East Village,2021-02-25,2021-02-01,0,1,0
13TH_ST_BROADWAY,East Village,East Village,2021-02-25,2021-02-01,7,0,1
13TH_ST_C_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,0
13TH_ST_E_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,0
13TH_ST_F_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,0
13TH_ST_G_ST,East Village,East Village,2021-02-25,2021-02-01,6,0,0
13TH_ST_IMPERIAL_AV,South East Village,East Village,2021-02-25,2021-02-01,0,0,0
13TH_ST_ISLAND_AV,South East Village,East Village,2021-02-25,2021-02-01,1,0,0
13TH_ST_J_ST,South East Village,East Village,2021-02-25,2021-02-01,0,0,0
13TH_ST_K_ST,South East Village,East Village,2021-02-25,2021-02-01,0,0,0
13TH_ST_L_ST,South East Village,East Village,2021-02-25,2021-02-01,1,0,0
13TH_ST_MARKET_ST,South East Village,East Village,2021-02-25,2021-02-01,2,0,0
14TH_ST_BROADWAY,East Village,East Village,2021-02-25,2021-02-01,2,0,0
14TH_ST_C_ST,East Village,East Village,2021-02-25,2021-02-01,1,0,0
14TH_ST_E_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,0
14TH_ST_F_ST,East Village,East Village,2021-02-25,2021-02-01,1,8,0
14TH_ST_G_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,0
14TH_ST_IMPERIAL_AV,South East Village,East Village,2021-02-25,2021-02-01,0,18,0
14TH_ST_ISLAND_AV,South East Village,East Village,2021-02-25,2021-02-01,3,0,0
14TH_ST_J_ST,South East Village,East Village,2021-02-25,2021-02-01,0,0,0
14TH_ST_K_ST,South East Village,East Village,2021-02-25,2021-02-01,1,1,0
14TH_ST_L_ST,South East Village,East Village,2021-02-25,2021-02-01,7,0,0
14TH_ST_MARKET_ST,South East Village,East Village,2021-02-25,2021-02-01,10,0,0
15TH_ST_BROADWAY,East Village,East Village,2021-02-25,2021-02-01,0,1,0
15TH_ST_C_ST,East Village,East Village,2021-02-25,2021-02-01,1,0,0
15TH_ST_E_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,0
15TH_ST_F_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,0
15TH_ST_G_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,0
15TH_ST_IMPERIAL_AV,South East Village,East Village,2021-02-25,2021-02-01,12,0,2
15TH_ST_ISLAND_AV,South East Village,East Village,2021-02-25,2021-02-01,3,2,0
15TH_ST_J_ST,South East Village,East Village,2021-02-25,2021-02-01,1,1,0
15TH_ST_MARKET_ST,South East Village,East Village,2021-02-25,2021-02-01,0,1,0
16TH_ST_BROADWAY,East Village,East Village,2021-02-25,2021-02-01,0,0,0
16TH_ST_C_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,0
16TH_ST_E_ST,East Village,East Village,2021-02-25,2021-02-01,1,0,0
16TH_ST_F_ST,East Village,East Village,2021-02-25,2021-02-01,1,0,0
16TH_ST_G_ST,East Village,East Village,2021-02-25,2021-02-01,3,1,0
16TH_ST_IMPERIAL_AV,South East Village,East Village,2021-02-25,2021-02-01,1,0,4
16TH_ST_ISLAND_AV,South East Village,East Village,2021-02-25,2021-02-01,1,0,0
16TH_ST_J_ST,South East Village,East Village,2021-02-25,2021-02-01,8,0,0
16TH_ST_K_ST,South East Village,East Village,2021-02-25,2021-02-01,2,0,0
16TH_ST_MARKET_ST,South East Village,East Village,2021-02-25,2021-02-01,1,2,0
17TH_ST_BROADWAY,East Village,East Village,2021-02-25,2021-02-01,0,0,0
17TH_ST_C_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,1
17TH_ST_E_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,1
17TH_ST_F_ST,East Village,East Village,2021-02-25,2021-02-01,4,0,0
17TH_ST_G_ST,East Village,East Village,2021-02-25,2021-02-01,1,0,0
17TH_ST_IMPERIAL_AV,South East Village,East Village,2021-02-25,2021-02-01,1,4,0
17TH_ST_ISLAND_AV,South East Village,East Village,2021-02-25,2021-02-01,3,7,0
17TH_ST_J_ST,South East Village,East Village,2021-02-25,2021-02-01,8,2,0
17TH_ST_K_ST,South East Village,East Village,2021-02-25,2021-02-01,19,27,0
17TH_ST_MARKET_ST,South East Village,East Village,2021-02-25,2021-02-01,2,1,0
CALIFORNIA_ST_W_ASH_ST,Columbia,Columbia,2021-02-25,2021-02-01,1,0,0
CALIFORNIA_ST_W_BROADWAY,Columbia,Columbia,2021-02-25,2021-02-01,0,0,0
COLUMBIA_ST_W_ASH_ST,Columbia,Columbia,2021-02-25,2021-02-01,0,0,0
COLUMBIA_ST_W_A_ST,Columbia,Columbia,2021-02-25,2021-02-01,0,0,0
COLUMBIA_ST_W_B_ST,Columbia,Columbia,2021-02-25,2021-02-01,0,0,0
COLUMBIA_ST_W_C_ST,Columbia,Columbia,2021-02-25,2021-02-01,0,0,0
COLUMBIA_ST_W_G_ST,Marina,Marina,2021-02-25,2021-02-01,0,1,0
FRONT_ST_W_ASH_ST,Cortez,Cortez,2021-02-25,2021-02-01,0,0,0
FRONT_ST_W_A_ST,City Center,City Center,2021-02-25,2021-02-01,3,3,0
FRONT_ST_W_BROADWAY,City Center,City Center,2021-02-25,2021-02-01,0,0,0
FRONT_ST_W_B_ST,City Center,City Center,2021-02-25,2021-02-01,9,0,0
FRONT_ST_W_C_ST,City Center,City Center,2021-02-25,2021-02-01,0,0,0
FRONT_ST_W_E_ST,City Center,City Center,2021-02-25,2021-02-01,0,0,0
FRONT_ST_W_F_ST,Marina,Marina,2021-02-25,2021-02-01,0,0,0
FRONT_ST_W_G_ST,Marina,Marina,2021-02-25,2021-02-01,0,0,0
FRONT_ST_W_MARKET_ST,Marina,Marina,2021-02-25,2021-02-01,0,0,0
FRONT_ST_W_MARKET_ST__2,Marina,Marina,2021-02-25,2021-02-01,0,0,0
I-5_SB_IMPERIAL_AV,South East Village,East Village,2021-02-25,2021-02-01,3,5,0
I-5_SB_ISLAND_AV,South East Village,East Village,2021-02-25,2021-02-01,0,0,0
I-5_SB_MARKET_ST,South East Village,East Village,2021-02-25,2021-02-01,0,0,0
I-5_SB_OFF_RA_J_ST,South East Village,East Village,2021-02-25,2021-02-01,0,2,0
I-5_SB_OFF_RA_Map_Border,South East Village,East Village,2021-02-25,2021-02-01,0,6,0
I-5_SB_ON_RA_BROADWAY,East Village,East Village,2021-02-25,2021-02-01,0,0,0
I-5_SB_ON_RA_C_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,1
I-5_SB_ON_RA_E_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,0
I-5_SB_ON_RA_F_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,0
I-5_SB_ON_RA_G_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,0
I-5_SB_ON_RA_Map_Border,South East Village,East Village,2021-02-25,2021-02-01,1,0,0
INDIA_ST_W_ASH_ST,Columbia,Columbia,2021-02-25,2021-02-01,0,0,0
INDIA_ST_W_A_ST,Columbia,Columbia,2021-02-25,2021-02-01,0,0,0
INDIA_ST_W_B_ST,Columbia,Columbia,2021-02-25,2021-02-01,5,0,0
KETTNER_BL_W_ASH_ST,Columbia,Columbia,2021-02-25,2021-02-01,0,0,0
KETTNER_BL_W_A_ST,Columbia,Columbia,2021-02-25,2021-02-01,0,0,0
KETTNER_BL_W_BROADWAY,Columbia,Columbia,2021-02-25,2021-02-01,0,0,0
KETTNER_BL_W_E_ST,Marina,Marina,2021-02-25,2021-02-01,2,3,0
KETTNER_BL_W_F_ST,Marina,Marina,2021-02-25,2021-02-01,1,0,0
KETTNER_BL_W_G_ST,Marina,Marina,2021-02-25,2021-02-01,0,0,0
Map_Border_BROADWAY,City Center,City Center,2021-02-25,2021-02-01,0,0,0
Map_Border_IMPERIAL_AV,South East Village,East Village,2021-02-25,2021-02-01,0,0,0
Map_Border_NATIONAL_AV,South East Village,East Village,2021-02-25,2021-02-01,4,3,0
NATIONAL_AV_IMPERIAL_AV,South East Village,East Village,2021-02-25,2021-02-01,1,0,0
PARK_BL_A_ST,City Center,City Center,2021-02-25,2021-02-01,0,0,0
PARK_BL_BROADWAY,City Center,City Center,2021-02-25,2021-02-01,0,0,0
PARK_BL_B_ST,City Center,City Center,2021-02-25,2021-02-01,3,0,0
PARK_BL_C_ST,City Center,City Center,2021-02-25,2021-02-01,1,0,0
PARK_BL_E_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,0
PARK_BL_F_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,0
PARK_BL_G_ST,East Village,East Village,2021-02-25,2021-02-01,0,0,0
PARK_BL_ISLAND_AV,South East Village,East Village,2021-02-25,2021-02-01,0,0,0
PARK_BL_J_ST,South East Village,East Village,2021-02-25,2021-02-01,7,2,0
PARK_BL_MARKET_ST,South East Village,East Village,2021-02-25,2021-02-01,1,0,0
PARK_BL_RUSS_BL,City Center,City Center,2021-02-25,2021-02-01,0,0,0
SR-163_NB_ON_RA_ASH_ST,Cortez,Cortez,2021-02-25,2021-02-01,0,0,0
STATE_ST_Map_Border,Marina,Marina,2021-02-25,2021-02-01,0,0,0
STATE_ST_W_ASH_ST,Columbia,Columbia,2021-02-25,2021-02-01,3,0,0
STATE_ST_W_A_ST,Columbia,Columbia,2021-02-25,2021-02-01,0,0,0
STATE_ST_W_BROADWAY,Columbia,Columbia,2021-02-25,2021-02-01,4,0,0
STATE_ST_W_B_ST,Columbia,Columbia,2021-02-25,2021-02-01,0,0,0
STATE_ST_W_C_ST,Columbia,Columbia,2021-02-25,2021-02-01,0,0,0
STATE_ST_W_G_ST,Marina,Marina,2021-02-25,2021-02-01,0,0,0
TONY_GWYNN_DR_K_ST,South East Village,East Village,2021-02-25,2021-02-01,1,0,0
TONY_GWYNN_DR_L_ST,South East Village,East Village,2021-02-25,2021-02-01,0,0,0
UNION_ST_W_ASH_ST,Columbia,Columbia,2021-02-25,2021-02-01,0,5,1
UNION_ST_W_A_ST,Columbia,Columbia,2021-02-25,2021-02-01,1,3,0
UNION_ST_W_BROADWAY,Columbia,Columbia,2021-02-25,2021-02-01,0,0,0
UNION_ST_W_B_ST,Columbia,Columbia,2021-02-25,2021-02-01,1,0,0
UNION_ST_W_C_ST,Columbia,Columbia,2021-02-25,2021-02-01,16,0,0
UNION_ST_W_E_ST,Marina,Marina,2021-02-25,2021-02-01,0,0,0
UNION_ST_W_F_ST,Marina,Marina,2021-02-25,2021-02-01,0,0,0
UNION_ST_W_G_ST,Marina,Marina,2021-02-25,2021-02-01,0,0,0
01ST_AV_I-5_SB,Cortez,Cortez,2022-01-27,2022-01-01,0,0,0
01ST_AV_W_ASH_ST,Cortez,Cortez,2022-01-27,2022-01-01,0,0,0
01ST_AV_W_A_ST,City Center,City Center,2022-01-27,2022-01-01,0,0,0
01ST_AV_W_BEECH_ST,Cortez,Cortez,2022-01-27,2022-01-01,0,0,0
01ST_AV_W_BROADWAY,City Center,City Center,2022-01-27,2022-01-01,0,0,0
01ST_AV_W_B_ST,City Center,City Center,2022-01-27,2022-01-01,0,0,0
01ST_AV_W_CEDAR_ST,Cortez,Cortez,2022-01-27,2022-01-01,0,0,0
01ST_AV_W_C_ST,City Center,City Center,2022-01-27,2022-01-01,0,0,0
01ST_AV_W_E_ST,City Center,City Center,2022-01-27,2022-01-01,0,0,0
01ST_AV_W_F_ST,City Center,City Center,2022-01-27,2022-01-01,0,0,0
01ST_AV_W_G_ST,Marina,Marina,2022-01-27,2022-01-01,0,0,0
01ST_AV_W_ISLAND_AV,Marina,Marina,2022-01-27,2022-01-01,0,0,0
01ST_AV_W_MARKET_ST,Marina,Marina,2022-01-27,2022-01-01,0,0,0
02ND_AV_ASH_ST,Cortez,Cortez,2022-01-27,2022-01-01,0,0,0
02ND_AV_BEECH_ST,Cortez,Cortez,2022-01-27,2022-01-01,1,0,0
02ND_AV_CEDAR_ST,Cortez,Cortez,2022-01-27,2022-01-01,0,0,0
02ND_AV_C_ST,City Center,City Center,2022-01-27,2022-01-01,2,0,0
02ND_AV_G_ST,Marina,Marina,2022-01-27,2022-01-01,3,0,0
02ND_AV_I-5_SB,Cortez,Cortez,2022-01-27,2022-01-01,4,13,1
02ND_AV_ISLAND_AV,Marina,Marina,2022-01-27,2022-01-01,0,1,0
02ND_AV_MARKET_ST,Marina,Marina,2022-01-27,2022-01-01,0,0,0
03RD_AV_ASH_ST,Cortez,Cortez,2022-01-27,2022-01-01,3,0,1
03RD_AV_A_ST,City Center,City Center,2022-01-27,2022-01-01,13,0,0
03RD_AV_BEECH_ST,Cortez,Cortez,2022-01-27,2022-01-01,0,0,0
03RD_AV_CEDAR_ST,Cortez,Cortez,2022-01-27,2022-01-01,0,0,0
03RD_AV_C_ST,City Center,City Center,2022-01-27,2022-01-01,10,2,0
03RD_AV_G_ST,Marina,Marina,2022-01-27,2022-01-01,4,0,0
03RD_AV_I-5_SB,Cortez,Cortez,2022-01-27,2022-01-01,2,10,1
03RD_AV_ISLAND_AV,Marina,Marina,2022-01-27,2022-01-01,0,0,0
03RD_AV_J_ST,Marina,Marina,2022-01-27,2022-01-01,0,0,0
03RD_AV_MARKET_ST,Marina,Marina,2022-01-27,2022-01-01,0,0,0
04TH_AV_ASH_ST,Cortez,Cortez,2022-01-27,2022-01-01,0,0,0
04TH_AV_A_ST,City Center,City Center,2022-01-27,2022-01-01,4,1,0
04TH_AV_BEECH_ST,Cortez,Cortez,2022-01-27,2022-01-01,2,2,0
04TH_AV_BROADWAY,City Center,City Center,2022-01-27,2022-01-01,0,0,0
04TH_AV_B_ST,City Center,City Center,2022-01-27,2022-01-01,25,13,0
04TH_AV_CEDAR_ST,Cortez,Cortez,2022-01-27,2022-01-01,3,0,0
04TH_AV_C_ST,City Center,City Center,2022-01-27,2022-01-01,0,0,0
04TH_AV_G_ST,Marina,Marina,2022-01-27,2022-01-01,3,0,0
04TH_AV_I-5_SB,Cortez,Cortez,2022-01-27,2022-01-01,0,0,0
04TH_AV_ISLAND_AV,Marina,Marina,2022-01-27,2022-01-01,3,0,0
04TH_AV_J_ST,Marina,Marina,2022-01-27,2022-01-01,0,0,0
04TH_AV_MARKET_ST,Marina,Marina,2022-01-27,2022-01-01,0,0,0
05TH_AV_ASH_ST,Cortez,Cortez,2022-01-27,2022-01-01,2,1,0
05TH_AV_A_ST,City Center,City Center,2022-01-27,2022-01-01,0,0,0
05TH_AV_BEECH_ST,Cortez,Cortez,2022-01-27,2022-01-01,1,0,0
05TH_AV_BROADWAY,Gaslamp,Gaslamp,2022-01-27,2022-01-01,20,0,0
05TH_AV_B_ST,City Center,City Center,2022-01-27,2022-01-01,1,0,0
05TH_AV_CEDAR_ST,Cortez,Cortez,2022-01-27,2022-01-01,14,0,0
05TH_AV_C_ST,City Center,City Center,2022-01-27,2022-01-01,0,0,0
05TH_AV_E_ST,Gaslamp,Gaslamp,2022-01-27,2022-01-01,7,0,0
05TH_AV_F_ST,Gaslamp,Gaslamp,2022-01-27,2022-01-01,2,0,0
05TH_AV_G_ST,Gaslamp,Gaslamp,2022-01-27,2022-01-01,4,0,0
05TH_AV_I-5_SB,Cortez,Cortez,2022-01-27,2022-01-01,0,1,0
05TH_AV_ISLAND_AV,Gaslamp,Gaslamp,2022-01-27,2022-01-01,1,0,0
05TH_AV_J_ST,Gaslamp,Gaslamp,2022-01-27,2022-01-01,1,0,0
05TH_AV_K_ST,Gaslamp,Gaslamp,2022-01-27,2022-01-01,1,0,0
05TH_AV_MARKET_ST,Gaslamp,Gaslamp,2022-01-27,2022-01-01,1,0,0
06TH_AV_ASH_ST,Cortez,Cortez,2022-01-27,2022-01-01,1,0,0
06TH_AV_A_ST,City Center,City Center,2022-01-27,2022-01-01,3,0,0
06TH_AV_BEECH_ST,Cortez,Cortez,2022-01-27,2022-01-01,1,0,0
06TH_AV_BROADWAY,Gaslamp,Gaslamp,2022-01-27,2022-01-01,13,0,0
06TH_AV_B_ST,City Center,City Center,2022-01-27,2022-01-01,4,0,0
06TH_AV_CEDAR_ST,Cortez,Cortez,2022-01-27,2022-01-01,0,0,0
06TH_AV_C_ST,City Center,City Center,2022-01-27,2022-01-01,3,0,0
06TH_AV_E_ST,Gaslamp,Gaslamp,2022-01-27,2022-01-01,1,0,0
06TH_AV_F_ST,Gaslamp,Gaslamp,2022-01-27,2022-01-01,2,1,0
06TH_AV_G_ST,Gaslamp,Gaslamp,2022-01-27,2022-01-01,2,0,0
06TH_AV_I-5_SB,Cortez,Cortez,2022-01-27,2022-01-01,0,0,0
06TH_AV_ISLAND_AV,Gaslamp,Gaslamp,2022-01-27,2022-01-01,1,0,0
06TH_AV_J_ST,Gaslamp,Gaslamp,2022-01-27,2022-01-01,0,0,0
06TH_AV_K_ST,Gaslamp,Gaslamp,2022-01-27,2022-01-01,4,0,0
06TH_AV_L_ST,Gaslamp,Gaslamp,2022-01-27,2022-01-01,1,0,0
06TH_AV_MARKET_ST,Gaslamp,Gaslamp,2022-01-27,2022-01-01,0,0,0
07TH_AV_ASH_ST,Cortez,Cortez,2022-01-27,2022-01-01,0,0,0
07TH_AV_A_ST,City Center,City Center,2022-01-27,2022-01-01,3,0,0
07TH_AV_BEECH_ST,Cortez,Cortez,2022-01-27,2022-01-01,1,0,0
07TH_AV_BROADWAY,City Center,City Center,2022-01-27,2022-01-01,0,0,0
07TH_AV_B_ST,City Center,City Center,2022-01-27,2022-01-01,3,0,0
07TH_AV_CEDAR_ST,Cortez,Cortez,2022-01-27,2022-01-01,0,0,0
07TH_AV_C_ST,City Center,City Center,2022-01-27,2022-01-01,2,0,0
07TH_AV_E_ST,East Village,East Village,2022-01-27,2022-01-01,0,0,0
07TH_AV_F_ST,East Village,East Village,2022-01-27,2022-01-01,0,0,0
07TH_AV_G_ST,East Village,East Village,2022-01-27,2022-01-01,1,0,0
07TH_AV_I-5_SB,Cortez,Cortez,2022-01-27,2022-01-01,0,0,0
07TH_AV_ISLAND_AV,South East Village,East Village,2022-01-27,2022-01-01,1,3,0
07TH_AV_J_ST,South East Village,East Village,2022-01-27,2022-01-01,0,0,0
07TH_AV_MARKET_ST,South East Village,East Village,2022-01-27,2022-01-01,0,0,0
08TH_AV_ASH_ST,Cortez,Cortez,2022-01-27,2022-01-01,0,1,0
08TH_AV_A_ST,City Center,City Center,2022-01-27,2022-01-01,0,0,0
08TH_AV_BEECH_ST,Cortez,Cortez,2022-01-27,2022-01-01,0,0,0
08TH_AV_BROADWAY,City Center,City Center,2022-01-27,2022-01-01,0,0,0
08TH_AV_B_ST,City Center,City Center,2022-01-27,2022-01-01,1,0,0
08TH_AV_CEDAR_ST,Cortez,Cortez,2022-01-27,2022-01-01,0,0,0
08TH_AV_C_ST,City Center,City Center,2022-01-27,2022-01-01,0,0,0
08TH_AV_DATE_ST,Cortez,Cortez,2022-01-27,2022-01-01,0,0,0
08TH_AV_E_ST,East Village,East Village,2022-01-27,2022-01-01,14,20,0
08TH_AV_F_ST,East Village,East Village,2022-01-27,2022-01-01,0,1,0
08TH_AV_G_ST,East Village,East Village,2022-01-27,2022-01-01,0,0,0
08TH_AV_ISLAND_AV,South East Village,East Village,2022-01-27,2022-01-01,0,0,0
08TH_AV_MARKET_ST,South East Village,East Village,2022-01-27,2022-01-01,3,1,0
09TH_AV_ASH_ST,Cortez,Cortez,2022-01-27,2022-01-01,0,0,0
09TH_AV_A_ST,City Center,City Center,2022-01-27,2022-01-01,0,0,0
09TH_AV_BEECH_ST,Cortez,Cortez,2022-01-27,2022-01-01,0,0,0
09TH_AV_BROADWAY,City Center,City Center,2022-01-27,2022-01-01,15,4,0
09TH_AV_B_ST,City Center,City Center,2022-01-27,2022-01-01,1,2,0
09TH_AV_CEDAR_ST,Cortez,Cortez,2022-01-27,2022-01-01,0,0,0
09TH_AV_C_ST,City Center,City Center,2022-01-27,2022-01-01,2,0,0
09TH_AV_DATE_ST,Cortez,Cortez,2022-01-27,2022-01-01,0,0,0
09TH_AV_E_ST,East Village,East Village,2022-01-27,2022-01-01,5,18,1
09TH_AV_F_ST,East Village,East Village,2022-01-27,2022-01-01,3,0,1
09TH_AV_G_ST,East Village,East Village,2022-01-27,2022-01-01,0,0,0
09TH_AV_ISLAND_AV,South East Village,East Village,2022-01-27,2022-01-01,0,0,0
09TH_AV_MARKET_ST,South East Village,East Village,2022-01-27,2022-01-01,1,0,0
10TH_AV_ASH_ST,Cortez,Cortez,2022-01-27,2022-01-01,0,0,0
10TH_AV_A_ST,City Center,City Center,2022-01-27,2022-01-01,1,0,0
